player_a,player_b,team,season,chemistry,usg_overlap,usg_sum,obpm_diff,dbpm_diff,dbpm_sum,twoway_complement,ast_diff,ts_diff,age_diff,bpm_max,bpm_min,bpm_diff,shared_min
Stephen Curry,Andrew Wiggins,GSW,2023-24,-0.59,0.096,0.508,7.7,0.1,-2.3,1.48,0.154,0.072,7.0,5.2,-2.5,7.7,1457.1
Josh Richardson,Duncan Robinson,MIA,2023-24,-0.6,0.025,0.343,0.8,0.4,-0.4,-0.13,0.007,0.039,0.0,-0.9,-1.3,0.4,617.4
Klay Thompson,Brandin Podziemski,GSW,2023-24,-0.64,0.085,0.383,1.6,1.9,-1.1,2.34,0.066,0.036,13.0,-0.1,-0.4,0.3,882.3
Chris Paul,Stephon Castle,SAS,2024-25,-0.64,0.116,0.39,1.8,2.2,-1.2,0.04,0.111,0.058,20.0,0.8,-3.2,4.0,1104.2
Terry Rozier,Haywood Highsmith,MIA,2024-25,-0.66,0.084,0.306,0.1,1.9,-0.1,-5.76,0.068,0.086,3.0,-1.9,-3.7,1.8,659.8
Tyler Herro,Kel'el Ware,MIA,2024-25,-0.67,0.102,0.44,4.5,1.3,-0.1,5.85,0.192,0.002,4.0,3.1,-0.1,3.2,1030.0
Herbert Jones,Dyson Daniels,NOP,2023-24,-0.68,0.018,0.264,1.0,1.0,4.0,-10.56,0.045,0.107,4.0,0.6,0.6,0.0,554.9
Franz Wagner,Paolo Banchero,ORL,2023-24,-0.69,0.042,0.542,0.4,0.3,0.3,-0.78,0.071,0.029,1.0,1.3,1.2,0.1,1799.5
Caris LeVert,Isaac Okoro,CLE,2023-24,-0.7,0.088,0.36,1.2,0.1,1.5,-3.5,0.163,0.075,6.0,0.2,-1.1,1.3,872.6
Devin Booker,Ryan Dunn,PHX,2024-25,-0.75,0.124,0.446,5.7,1.2,-3.6,8.84,0.242,0.072,6.0,0.4,-4.1,4.5,1024.2
Mikal Bridges,Jalen Brunson,NYK,2024-25,-0.76,0.097,0.481,4.3,0.4,-2.2,-7.8,0.177,0.02,0.0,3.3,-0.5,3.8,1997.6
Damian Lillard,Giannis Antetokounmpo,MIL,2023-24,-0.77,0.046,0.594,3.3,3.7,1.1,-20.21,0.03,0.059,4.0,9.0,2.1,6.9,1756.0
Keegan Murray,Keon Ellis,SAC,2023-24,-0.77,0.055,0.301,0.5,2.6,1.6,0.3,0.047,0.058,1.0,1.2,-0.9,2.1,618.0
Duncan Robinson,Jaime Jaquez Jr.,MIA,2024-25,-0.77,0.007,0.381,0.7,1.6,-0.6,0.76,0.033,0.052,7.0,-0.9,-1.7,0.8,541.4
Kyrie Irving,Spencer Dinwiddie,DAL,2024-25,-0.79,0.089,0.439,4.8,0.2,-1.2,0.88,0.03,0.041,1.0,3.4,-1.6,5.0,715.8
Domantas Sabonis,Malik Monk,SAC,2024-25,-0.81,0.023,0.449,3.9,2.2,0.0,-4.34,0.005,0.106,2.0,5.2,-0.8,6.0,1510.8
Isaiah Stewart,Jalen Duren,DET,2023-24,-0.82,0.038,0.324,1.4,0.8,-0.6,-0.27,0.054,0.053,3.0,-0.1,-2.3,2.2,744.8
Larry Nance Jr.,Herbert Jones,NOP,2023-24,-0.82,0.029,0.253,0.7,0.7,3.7,-5.76,0.017,0.017,6.0,2.0,0.6,1.4,620.2
LeBron James,D'Angelo Russell,LAL,2023-24,-0.87,0.063,0.507,3.8,1.7,0.1,-11.5,0.097,0.042,11.0,6.5,0.9,5.6,1610.4
Julius Randle,Donte DiVincenzo,MIN,2024-25,-0.87,0.058,0.434,0.7,1.3,0.9,0.51,0.025,0.011,2.0,1.9,1.3,0.6,906.6
Donovan Mitchell,Jarrett Allen,CLE,2023-24,-0.88,0.11,0.492,2.5,0.3,2.1,-4.08,0.14,0.069,1.0,5.8,3.0,2.8,1406.7
Bam Adebayo,Tyler Herro,MIA,2023-24,-0.89,0.021,0.515,0.7,2.4,1.0,1.98,0.025,0.018,2.0,2.4,0.8,1.6,1039.9
Deandre Ayton,Toumani Camara,POR,2023-24,-0.9,0.077,0.345,3.6,0.2,-0.2,2.17,0.014,0.04,1.0,0.3,-3.1,3.4,791.5
Shai Gilgeous-Alexander,Chet Holmgren,OKC,2023-24,-0.91,0.107,0.527,4.9,0.8,3.8,-1.32,0.175,0.004,3.0,9.0,3.4,5.6,1633.1
Zach LaVine,Keegan Murray,SAC,2024-25,-0.92,0.103,0.399,2.6,1.5,-3.1,-0.0,0.123,0.086,6.0,-0.4,-1.6,1.2,804.1
Goga Bitadze,Paolo Banchero,ORL,2023-24,-0.93,0.163,0.421,2.0,2.8,2.8,4.55,0.137,0.083,3.0,2.1,1.3,0.8,834.9
Anthony Davis,Rui Hachimura,LAL,2023-24,-0.94,0.079,0.443,3.5,2.6,0.8,-1.62,0.09,0.007,5.0,5.1,-0.9,6.0,1191.1
Dennis Schröder,Cam Thomas,BKN,2023-24,-0.94,0.094,0.498,1.2,0.5,-3.3,-2.34,0.13,0.004,8.0,-1.2,-1.9,0.7,511.2
Reggie Jackson,Nikola Jokić,DEN,2023-24,-0.95,0.079,0.497,10.8,5.7,2.7,1.44,0.151,0.129,5.0,13.2,-3.2,16.4,1028.8
Tyus Jones,Royce O'Neale,PHX,2024-25,-0.95,0.009,0.311,1.2,1.2,-1.4,-0.81,0.148,0.0,3.0,0.1,0.1,0.0,1030.1
Bam Adebayo,Duncan Robinson,MIA,2023-24,-0.96,0.063,0.431,1.3,2.1,1.3,-0.09,0.042,0.036,4.0,2.4,-0.9,3.3,1250.5
Karl-Anthony Towns,Jalen Brunson,NYK,2024-25,-0.96,0.024,0.554,1.2,1.4,-1.2,-20.4,0.188,0.025,1.0,3.6,3.3,0.3,1463.8
Tobias Harris,Ausar Thompson,DET,2024-25,-0.96,0.012,0.358,0.3,1.9,3.1,-3.63,0.044,0.003,10.0,1.7,0.1,1.6,796.4
Andrew Nembhard,Obi Toppin,IND,2024-25,-0.96,0.028,0.354,4.4,0.4,0.2,5.51,0.109,0.097,2.0,1.7,-2.3,4.0,585.1
Jalen Green,Jabari Smith Jr.,HOU,2023-24,-1.0,0.096,0.444,0.9,1.0,-0.8,0.78,0.099,0.03,1.0,-0.4,-0.5,0.1,1741.5
Luka Dončić,Austin Reaves,LAL,2024-25,-1.0,0.098,0.558,3.1,1.6,0.6,-12.76,0.101,0.029,1.0,6.5,1.9,4.6,667.9
Coby White,Ayo Dosunmu,CHI,2023-24,-1.02,0.056,0.392,1.3,1.1,-1.5,0.8,0.047,0.034,0.0,-0.7,-0.8,0.1,1387.9
Victor Wembanyama,Stephon Castle,SAS,2024-25,-1.02,0.047,0.553,5.1,4.6,1.2,-0.14,0.047,0.072,1.0,6.5,-3.2,9.7,779.3
Donte DiVincenzo,Jaden McDaniels,MIN,2024-25,-1.06,0.028,0.348,2.2,0.3,2.5,-0.84,0.112,0.02,4.0,1.9,0.0,1.9,744.5
Stephen Curry,Moses Moody,GSW,2023-24,-1.07,0.126,0.478,6.5,1.2,-1.0,2.22,0.171,0.038,14.0,5.2,-0.1,5.3,547.4
Tyrese Haliburton,Bennedict Mathurin,IND,2024-25,-1.08,0.012,0.432,7.0,1.7,-1.3,-1.1,0.294,0.037,2.0,5.8,-2.9,8.7,1371.7
Jarrett Allen,Isaac Okoro,CLE,2023-24,-1.1,0.055,0.327,3.9,0.2,1.6,3.0,0.033,0.065,3.0,3.0,-1.1,4.1,1254.2
Tyus Jones,Grayson Allen,PHX,2024-25,-1.12,0.009,0.329,0.7,0.3,-2.3,-4.59,0.151,0.046,0.0,0.1,-0.3,0.4,653.4
Nikola Jokić,Michael Porter Jr.,DEN,2023-24,-1.13,0.086,0.49,7.8,5.4,3.0,-11.52,0.327,0.049,3.0,13.2,0.1,13.1,2129.7
Jonas Valančiūnas,Zion Williamson,NOP,2023-24,-1.13,0.078,0.492,2.6,0.1,1.1,-0.54,0.128,0.009,9.0,3.8,1.2,2.6,1055.2
CJ McCollum,Brandon Ingram,NOP,2023-24,-1.15,0.025,0.513,1.9,0.0,-0.6,-6.12,0.05,0.014,6.0,3.1,1.2,1.9,1159.7
Jaden Ivey,Ausar Thompson,DET,2023-24,-1.15,0.083,0.405,1.4,2.3,-1.1,1.02,0.088,0.014,1.0,-2.2,-3.1,0.9,714.6
Terry Rozier,Jaime Jaquez Jr.,MIA,2024-25,-1.15,0.001,0.389,1.2,1.5,-0.5,-3.04,0.029,0.046,7.0,-0.9,-3.7,2.8,725.7
Nikola Jokić,Christian Braun,DEN,2024-25,-1.16,0.13,0.44,9.1,3.8,2.8,-8.58,0.302,0.002,6.0,13.3,0.3,13.0,2091.9
Klay Thompson,Andrew Wiggins,GSW,2023-24,-1.18,0.028,0.44,2.5,0.3,-2.7,0.52,0.023,0.032,5.0,-0.4,-2.5,2.1,1046.0
Jonathan Kuminga,Brandin Podziemski,GSW,2024-25,-1.18,0.094,0.448,0.4,0.9,0.7,-0.36,0.043,0.022,0.0,0.7,-0.6,1.3,533.8
Markelle Fultz,Paolo Banchero,ORL,2023-24,-1.23,0.11,0.474,3.9,1.2,1.2,4.94,0.06,0.054,5.0,1.3,-1.4,2.7,651.9
Jarrett Allen,Darius Garland,CLE,2023-24,-1.24,0.058,0.44,1.9,2.1,-0.3,-1.68,0.167,0.104,2.0,3.0,-1.0,4.0,1270.6
Nikola Jokić,Michael Porter Jr.,DEN,2024-25,-1.25,0.088,0.482,8.3,5.0,1.6,-21.78,0.314,0.046,3.0,13.3,-0.1,13.4,1847.8
Fred VanVleet,Tari Eason,HOU,2024-25,-1.26,0.009,0.361,1.4,1.3,3.9,-2.72,0.135,0.052,7.0,3.6,0.9,2.7,621.3
Donte DiVincenzo,Anthony Edwards,MIN,2024-25,-1.28,0.119,0.495,3.6,1.1,1.1,1.32,0.006,0.013,5.0,4.3,1.9,2.4,1015.2
Harrison Barnes,Jeremy Sochan,SAS,2024-25,-1.28,0.027,0.341,2.5,1.3,-2.1,1.36,0.053,0.067,11.0,0.0,-1.2,1.2,716.0
Jose Alvarado,Jordan Hawkins,NOP,2024-25,-1.3,0.011,0.397,1.8,2.2,-3.8,-0.12,0.202,0.019,4.0,-1.4,-5.4,4.0,580.8
Nikola Vučević,Ayo Dosunmu,CHI,2023-24,-1.31,0.065,0.401,1.4,0.5,-0.9,0.6,0.004,0.064,9.0,0.1,-0.8,0.9,1504.3
Jabari Smith Jr.,Amen Thompson,HOU,2023-24,-1.33,0.001,0.347,0.4,1.8,2.0,-1.2,0.094,0.005,0.0,1.8,-0.4,2.2,714.8
Kevin Durant,Josh Okogie,PHX,2023-24,-1.34,0.158,0.408,5.3,0.7,0.9,8.19,0.122,0.074,10.0,4.0,-0.5,4.5,601.2
Deni Avdija,Corey Kispert,WAS,2023-24,-1.35,0.005,0.387,0.5,1.8,-2.2,0.9,0.063,0.023,2.0,-0.9,-2.1,1.2,1091.2
Jalen Duren,Ausar Thompson,DET,2024-25,-1.35,0.024,0.346,2.4,1.0,4.0,0.33,0.002,0.135,1.0,3.1,1.7,1.4,945.9
T.J. McConnell,Pascal Siakam,IND,2024-25,-1.39,0.011,0.463,1.6,1.1,0.1,-0.0,0.204,0.052,2.0,1.7,1.2,0.5,825.9
Clint Capela,Zaccharie Risacher,ATL,2024-25,-1.4,0.043,0.363,1.1,1.4,-2.2,0.02,0.005,0.006,11.0,-1.0,-3.5,2.5,642.3
Jalen Green,Jalen Green,HOU,2023-24,-1.41,0.0,0.54,0.0,0.0,-1.8,-1.69,0.0,0.0,0.0,-0.5,-0.5,0.0,616.8
Trey Lyles,Keegan Murray,SAC,2024-25,-1.41,0.009,0.287,0.4,0.5,-1.1,0.0,0.029,0.002,5.0,-0.7,-1.6,0.9,517.5
Dejounte Murray,Onyeka Okongwu,ATL,2023-24,-1.43,0.125,0.393,2.3,0.1,-1.1,-1.45,0.203,0.119,4.0,1.7,-0.4,2.1,730.8
CJ McCollum,Larry Nance Jr.,NOP,2023-24,-1.44,0.132,0.356,3.5,2.5,1.9,8.64,0.08,0.061,1.0,3.1,2.0,1.1,642.0
Brook Lopez,Bobby Portis,MIL,2024-25,-1.44,0.077,0.391,0.2,0.8,0.0,-0.0,0.048,0.082,7.0,0.8,0.2,0.6,543.0
Jerami Grant,Toumani Camara,POR,2023-24,-1.45,0.121,0.389,4.1,1.1,-1.1,6.51,0.066,0.026,6.0,-0.1,-3.1,3.0,815.8
Isaiah Stewart,Cade Cunningham,DET,2023-24,-1.46,0.155,0.441,3.6,0.9,-2.3,3.24,0.29,0.054,1.0,0.3,-2.3,2.6,1081.2
Zion Williamson,Trey Murphy III,NOP,2023-24,-1.48,0.103,0.467,0.8,0.6,0.6,-6.75,0.152,0.002,1.0,3.8,2.5,1.3,925.4
Stephen Curry,Draymond Green,GSW,2023-24,-1.49,0.154,0.45,6.9,4.1,1.9,26.64,0.035,0.029,2.0,5.2,2.4,2.8,1288.1
Chris Paul,Jeremy Sochan,SAS,2024-25,-1.49,0.047,0.321,1.1,0.9,0.1,-0.08,0.204,0.009,18.0,0.8,-1.2,2.0,786.6
Bam Adebayo,Haywood Highsmith,MIA,2023-24,-1.52,0.126,0.368,2.6,0.6,2.8,-2.61,0.119,0.011,1.0,2.4,-0.7,3.1,817.8
Tobias Harris,Jalen Duren,DET,2024-25,-1.53,0.012,0.334,2.1,0.9,2.1,0.11,0.046,0.132,11.0,3.1,0.1,3.0,1527.8
Guerschon Yabusele,Tyrese Maxey,PHI,2024-25,-1.54,0.13,0.456,3.1,0.0,-2.2,-5.16,0.162,0.054,5.0,2.0,-1.0,3.0,1061.1
Kawhi Leonard,Amir Coffey,LAC,2023-24,-1.55,0.142,0.38,6.7,0.9,0.3,6.72,0.097,0.022,6.0,5.5,-2.2,7.7,520.9
Coby White,Matas Buzelis,CHI,2024-25,-1.55,0.056,0.418,2.5,0.9,-1.9,2.85,0.125,0.03,5.0,-0.9,-2.5,1.6,863.0
Trae Young,Dyson Daniels,ATL,2024-25,-1.56,0.107,0.463,4.4,5.3,-0.1,22.2,0.278,0.022,4.0,1.5,0.5,1.0,1861.9
Josh Giddey,Matas Buzelis,CHI,2024-25,-1.56,0.033,0.395,3.9,1.6,0.6,1.2,0.25,0.001,2.0,3.0,-2.5,5.5,768.6
Shai Gilgeous-Alexander,Chet Holmgren,OKC,2024-25,-1.56,0.122,0.55,8.4,0.7,4.5,8.82,0.208,0.038,3.0,11.5,2.4,9.1,626.0
Deni Avdija,Toumani Camara,POR,2024-25,-1.57,0.085,0.371,2.4,0.2,1.4,1.53,0.097,0.033,1.0,2.1,-0.1,2.2,1448.3
Clint Capela,Trae Young,ATL,2024-25,-1.57,0.125,0.445,3.9,2.3,-3.1,1.2,0.379,0.003,5.0,0.5,-1.0,1.5,927.3
Deni Avdija,Shaedon Sharpe,POR,2024-25,-1.59,0.022,0.478,1.5,1.9,-0.7,-1.17,0.055,0.054,2.0,2.1,-1.3,3.4,1156.2
Klay Thompson,Kevon Looney,GSW,2023-24,-1.61,0.124,0.344,1.9,2.9,-0.1,5.72,0.038,0.044,6.0,0.6,-0.4,1.0,819.5
James Harden,Ivica Zubac,LAC,2023-24,-1.63,0.037,0.367,3.0,0.3,0.3,-2.8,0.263,0.059,7.0,4.1,0.8,3.3,1365.6
Bilal Coulibaly,Kyshawn George,WAS,2024-25,-1.63,0.019,0.331,0.8,0.4,-1.0,-8.05,0.017,0.012,1.0,-3.7,-4.1,0.4,911.4
Anthony Edwards,Jaden McDaniels,MIN,2024-25,-1.64,0.147,0.467,5.8,1.4,1.4,12.32,0.118,0.033,1.0,4.3,0.0,4.3,2144.7
Corey Kispert,Bilal Coulibaly,WAS,2024-25,-1.64,0.006,0.344,1.6,1.5,-2.9,1.84,0.056,0.069,6.0,-3.7,-3.7,0.0,764.7
Jalen Suggs,Paolo Banchero,ORL,2023-24,-1.65,0.101,0.483,1.9,1.6,1.6,2.86,0.107,0.056,2.0,1.3,1.0,0.3,1912.1
Fred VanVleet,Jalen Green,HOU,2023-24,-1.66,0.076,0.464,2.2,1.7,-0.1,-2.34,0.142,0.027,8.0,3.4,-0.5,3.9,1936.5
Nikola Jokić,Jamal Murray,DEN,2023-24,-1.66,0.015,0.561,4.5,4.6,3.8,-23.52,0.095,0.064,2.0,13.2,4.1,9.1,1417.6
Joel Embiid,Tyrese Maxey,PHI,2023-24,-1.67,0.114,0.66,4.4,4.1,2.1,-27.54,0.058,0.071,7.0,11.6,3.1,8.5,958.1
Shaedon Sharpe,Donovan Clingan,POR,2024-25,-1.67,0.115,0.385,1.7,2.7,0.1,4.03,0.057,0.023,1.0,-0.3,-1.3,1.0,777.0
Jordan Poole,Corey Kispert,WAS,2023-24,-1.69,0.065,0.447,1.8,0.1,-3.9,0.18,0.101,0.091,0.0,-2.1,-3.9,1.8,973.8
Julius Randle,Donte DiVincenzo,NYK,2023-24,-1.7,0.078,0.496,0.3,1.2,0.6,-4.0,0.084,0.028,2.0,3.4,1.9,1.5,786.7
John Collins,Keyonte George,UTA,2024-25,-1.71,0.003,0.471,1.6,2.1,-2.9,-4.14,0.167,0.089,6.0,1.0,-2.7,3.7,717.1
Devin Booker,Drew Eubanks,PHX,2023-24,-1.72,0.16,0.418,6.0,1.8,-0.2,14.0,0.22,0.034,0.0,3.0,-1.2,4.2,620.3
DeMar DeRozan,Trey Lyles,SAC,2024-25,-1.74,0.105,0.383,1.6,0.9,-1.5,0.24,0.098,0.018,6.0,-0.1,-0.7,0.6,735.9
Matisse Thybulle,Jabari Walker,POR,2023-24,-1.76,0.054,0.264,0.4,4.3,2.5,-9.3,0.021,0.009,6.0,0.6,-3.3,3.9,646.2
Caris LeVert,Evan Mobley,CLE,2023-24,-1.77,0.024,0.424,1.5,1.2,2.8,-1.54,0.103,0.102,6.0,2.9,0.2,2.7,650.9
Precious Achiuwa,Miles McBride,NYK,2024-25,-1.77,0.019,0.305,1.7,0.2,0.6,-1.84,0.09,0.001,1.0,0.0,-1.9,1.9,576.0
T.J. McConnell,Ben Sheppard,IND,2024-25,-1.81,0.118,0.334,2.8,0.4,0.8,0.0,0.272,0.008,10.0,1.2,-2.0,3.2,680.4
Jordan Poole,Corey Kispert,WAS,2024-25,-1.81,0.112,0.45,3.4,0.6,-3.8,-2.88,0.16,0.007,0.0,0.4,-3.7,4.1,611.1
Obi Toppin,Bennedict Mathurin,IND,2023-24,-1.82,0.066,0.386,3.0,2.0,-2.6,-2.31,0.014,0.115,4.0,1.5,-3.4,4.9,747.6
Damian Lillard,Taurean Prince,MIL,2024-25,-1.86,0.146,0.392,6.7,0.9,-0.3,12.19,0.206,0.008,3.0,4.0,-1.7,5.7,1314.0
Isaac Okoro,Evan Mobley,CLE,2023-24,-1.89,0.064,0.336,2.7,1.3,2.7,-2.75,0.06,0.027,0.0,2.9,-1.1,4.0,545.5
DeMar DeRozan,Coby White,CHI,2023-24,-1.9,0.028,0.476,1.4,1.0,-1.6,-4.8,0.016,0.014,10.0,1.8,-0.7,2.5,2211.6
Jalen Brunson,Donte DiVincenzo,NYK,2023-24,-1.9,0.102,0.52,3.8,1.3,0.5,-10.72,0.182,0.005,0.0,5.8,3.4,2.4,1708.7
Alex Caruso,Coby White,CHI,2023-24,-1.9,0.078,0.37,0.5,3.6,1.0,4.2,0.037,0.043,6.0,2.5,-0.7,3.2,1453.2
Aaron Nesmith,Bennedict Mathurin,IND,2023-24,-1.91,0.068,0.384,0.9,2.1,-2.5,0.11,0.038,0.069,2.0,-0.5,-3.4,2.9,537.1
Josh Richardson,Jaime Jaquez Jr.,MIA,2023-24,-1.93,0.022,0.34,0.9,0.3,0.3,-3.25,0.007,0.001,7.0,-1.3,-1.9,0.6,673.0
Matisse Thybulle,Scoot Henderson,POR,2023-24,-1.95,0.155,0.365,0.7,5.7,1.1,-7.44,0.217,0.048,7.0,0.6,-5.8,6.4,631.0
Giannis Antetokounmpo,Kyle Kuzma,MIL,2024-25,-1.95,0.113,0.579,9.8,4.3,0.7,4.84,0.216,0.111,1.0,9.5,-4.7,14.2,539.0
Chris Paul,Andrew Wiggins,GSW,2023-24,-1.99,0.052,0.36,1.2,2.4,0.0,-0.28,0.255,0.0,10.0,1.0,-2.5,3.5,590.9
Scoot Henderson,Kris Murray,POR,2023-24,-1.99,0.124,0.396,0.0,2.1,-2.5,-3.96,0.217,0.008,3.0,-3.6,-5.8,2.2,560.7
Julius Randle,Anthony Edwards,MIN,2024-25,-1.99,0.061,0.553,2.9,0.2,-0.2,-7.48,0.019,0.002,7.0,4.3,1.3,3.0,1862.2
Tim Hardaway Jr.,Jaden Ivey,DET,2024-25,-2.01,0.105,0.407,1.9,0.1,-1.7,0.32,0.133,0.002,10.0,0.0,-2.1,2.1,525.4
Anthony Davis,D'Angelo Russell,LAL,2023-24,-2.02,0.039,0.483,1.8,2.5,0.9,-4.5,0.11,0.033,3.0,5.1,0.9,4.2,1785.3
Jonas Valančiūnas,CJ McCollum,NOP,2023-24,-2.02,0.037,0.451,2.6,0.8,0.2,-0.72,0.081,0.027,0.0,3.1,1.2,1.9,1220.5
Tyus Jones,Devin Booker,PHX,2024-25,-2.02,0.125,0.445,1.4,1.1,-3.7,-14.04,0.025,0.004,1.0,0.4,0.1,0.3,1581.4
Max Strus,Evan Mobley,CLE,2023-24,-2.03,0.033,0.367,2.0,1.5,2.5,-1.76,0.011,0.073,5.0,2.9,-0.6,3.5,1073.8
Devin Vassell,Julian Champagnie,SAS,2023-24,-2.03,0.089,0.369,2.7,0.8,-1.0,3.06,0.099,0.008,0.0,0.0,-1.9,1.9,770.2
Jae Crowder,Giannis Antetokounmpo,MIL,2023-24,-2.03,0.207,0.433,9.3,2.4,2.4,11.18,0.238,0.103,4.0,9.0,-2.6,11.6,702.8
Kevin Durant,Royce O'Neale,PHX,2024-25,-2.03,0.132,0.434,3.7,0.6,-0.8,-1.38,0.06,0.057,4.0,3.2,0.1,3.1,981.4
Paul George,Tyrese Maxey,PHI,2024-25,-2.03,0.06,0.526,3.7,1.2,-1.0,2.58,0.059,0.019,11.0,2.0,-0.4,2.4,893.3
Dyson Daniels,Zaccharie Risacher,ATL,2024-25,-2.04,0.025,0.381,0.6,4.4,0.8,0.37,0.106,0.013,2.0,1.5,-3.5,5.0,1306.9
P.J. Washington,Naji Marshall,DAL,2024-25,-2.05,0.001,0.395,0.8,0.7,-0.3,0.26,0.063,0.028,1.0,-0.8,-0.9,0.1,678.2
De'Aaron Fox,Malik Monk,SAC,2023-24,-2.06,0.053,0.547,1.1,1.1,-0.9,-6.25,0.046,0.003,0.0,2.7,0.6,2.1,1085.4
Anfernee Simons,Kris Murray,POR,2023-24,-2.08,0.14,0.412,6.2,2.3,-2.7,17.16,0.185,0.087,2.0,0.2,-3.6,3.8,525.8
Shaedon Sharpe,Toumani Camara,POR,2024-25,-2.08,0.107,0.393,0.9,2.1,-0.5,2.21,0.042,0.021,3.0,-0.1,-1.3,1.2,1532.9
Paolo Banchero,Anthony Black,ORL,2024-25,-2.08,0.14,0.52,6.5,1.0,1.4,13.76,0.061,0.03,1.0,3.5,-1.9,5.4,604.6
Bub Carrington,Kyshawn George,WAS,2024-25,-2.12,0.002,0.31,0.5,1.0,-1.6,-7.0,0.08,0.011,2.0,-4.1,-4.6,0.5,997.9
Derrick Jones Jr.,Luka Dončić,DAL,2023-24,-2.14,0.209,0.501,9.6,2.0,1.4,6.6,0.373,0.025,2.0,9.9,-1.5,11.4,1333.6
Kevin Durant,Grayson Allen,PHX,2024-25,-2.15,0.114,0.452,3.2,0.3,-1.7,-7.82,0.063,0.011,7.0,3.2,-0.3,3.5,699.8
Jonathan Isaac,Anthony Black,ORL,2024-25,-2.16,0.035,0.345,2.0,0.6,3.0,-12.47,0.145,0.009,6.0,0.7,-1.9,2.6,771.8
Lauri Markkanen,Collin Sexton,UTA,2024-25,-2.23,0.033,0.495,0.1,0.2,-4.4,-15.6,0.172,0.022,2.0,-0.3,-0.6,0.3,888.1
Devin Booker,Oso Ighodaro,PHX,2024-25,-2.23,0.182,0.388,5.7,2.7,-2.1,16.64,0.206,0.021,6.0,0.4,-2.6,3.0,672.5
Anthony Davis,Taurean Prince,LAL,2023-24,-2.27,0.127,0.395,6.1,1.9,1.5,4.32,0.078,0.042,1.0,5.1,-2.8,7.9,1504.5
Jordan Clarkson,John Collins,UTA,2023-24,-2.27,0.056,0.454,1.8,1.8,-4.6,-3.61,0.187,0.1,6.0,-0.9,-4.5,3.6,976.5
DeMar DeRozan,Zach LaVine,SAC,2024-25,-2.28,0.007,0.495,0.6,1.1,-3.5,-9.84,0.004,0.07,5.0,-0.1,-0.4,0.3,879.1
Trae Young,Saddiq Bey,ATL,2023-24,-2.31,0.126,0.452,4.8,0.3,-4.3,-15.12,0.377,0.036,0.0,2.6,-1.8,4.4,1236.7
Gary Trent Jr.,Scottie Barnes,TOR,2023-24,-2.33,0.045,0.435,4.1,2.2,-0.6,-0.42,0.169,0.018,3.0,3.7,-2.6,6.3,1017.5
Zion Williamson,Herbert Jones,NOP,2023-24,-2.35,0.144,0.426,4.2,0.9,2.1,6.48,0.144,0.026,2.0,3.8,0.6,3.2,1454.4
James Harden,Kawhi Leonard,LAC,2023-24,-2.36,0.059,0.463,1.0,0.3,0.9,-14.7,0.173,0.014,1.0,5.5,4.1,1.4,1617.3
Bam Adebayo,Caleb Martin,MIA,2023-24,-2.37,0.079,0.415,3.0,1.5,1.9,-2.16,0.075,0.045,2.0,2.4,-2.0,4.4,975.1
Keldon Johnson,Julian Champagnie,SAS,2024-25,-2.37,0.043,0.371,0.3,0.7,-2.5,-0.96,0.027,0.005,1.0,-1.3,-1.6,0.3,1047.8
Aaron Holiday,Jabari Smith Jr.,HOU,2023-24,-2.38,0.016,0.332,1.3,0.2,0.4,-1.26,0.086,0.007,6.0,-0.4,-1.5,1.1,538.8
Wendell Carter Jr.,Paolo Banchero,ORL,2023-24,-2.4,0.12,0.464,0.8,0.4,0.4,-0.13,0.154,0.077,4.0,1.3,0.9,0.4,1228.6
DeMar DeRozan,Ayo Dosunmu,CHI,2023-24,-2.41,0.084,0.42,2.7,0.1,-0.5,0.96,0.063,0.02,10.0,1.8,-0.8,2.6,1603.2
Derrick Jones Jr.,Amir Coffey,LAC,2024-25,-2.41,0.01,0.31,0.5,0.9,0.5,-2.21,0.021,0.005,0.0,-0.3,-1.7,1.4,674.2
Myles Turner,Bennedict Mathurin,IND,2023-24,-2.42,0.008,0.46,2.2,2.2,-2.4,-1.21,0.04,0.064,6.0,0.9,-3.4,4.3,683.5
Terry Rozier,Bam Adebayo,MIA,2024-25,-2.42,0.037,0.427,3.6,2.0,0.0,0.0,0.052,0.064,4.0,2.0,-3.7,5.7,1131.1
Nicolas Batum,Amir Coffey,LAC,2024-25,-2.45,0.063,0.237,0.3,2.2,1.8,-4.16,0.017,0.019,8.0,0.8,-1.7,2.5,659.1
Vasilije Micić,Grant Williams,CHA,2023-24,-2.46,0.032,0.346,1.1,1.8,-3.2,0.06,0.193,0.064,5.0,-1.5,-4.4,2.9,531.7
Johnny Juzang,Isaiah Collier,UTA,2024-25,-2.46,0.012,0.36,2.9,0.1,-2.9,1.15,0.262,0.079,4.0,-2.3,-5.3,3.0,634.4
Devin Vassell,Julian Champagnie,SAS,2024-25,-2.47,0.053,0.381,0.0,0.1,-1.7,-0.3,0.061,0.024,0.0,-1.1,-1.3,0.2,532.3
Chet Holmgren,Cason Wallace,OKC,2023-24,-2.48,0.083,0.337,2.7,0.5,2.5,0.57,0.02,0.02,2.0,3.4,0.1,3.3,846.1
Alex Sarr,Kyshawn George,WAS,2024-25,-2.48,0.074,0.386,1.6,0.7,-1.3,-4.2,0.006,0.021,1.0,-3.3,-4.1,0.8,777.2
