player_a,player_b,team,season,gp,w,l,shared_min,pair_pm,pair_pm_per48,a_bpm,a_obpm,a_dbpm,b_bpm,b_obpm,b_dbpm,expected,chemistry
Ish Smith,Mikal Bridges,CHA,2023-24,38,6,32,527.7,-193.0,-17.56,-6.8,-5.6,-1.2,-0.4,0.7,-1.0,-7.2,-10.36
Collin Sexton,Kyle Filipowski,UTA,2024-25,46,9,37,522.8,-131.0,-12.03,-0.6,1.7,-2.3,-1.0,-0.6,-0.3,-1.6,-10.43
Tyus Jones,Deni Avdija,WAS,2023-24,63,11,52,1212.3,-269.0,-10.65,0.7,1.5,-0.9,-0.9,-0.7,-0.2,-0.2,-10.45
Mikal Bridges,Nick Richards,CHA,2023-24,56,11,45,1149.3,-319.0,-13.32,-0.4,0.7,-1.0,-2.3,-1.6,-0.7,-2.7,-10.62
Jaren Jackson Jr.,Desmond Bane,MEM,2023-24,41,13,28,964.7,-150.0,-7.46,0.4,0.0,0.4,2.8,3.1,-0.3,3.2,-10.66
Jerami Grant,Deandre Ayton,POR,2024-25,28,13,15,684.5,-187.0,-13.11,-1.6,-1.4,-0.3,-0.7,-0.3,-0.4,-2.3,-10.81
Cedi Osman,Keldon Johnson,SAS,2023-24,65,16,49,760.5,-233.0,-14.71,-2.1,-1.7,-0.3,-1.7,-0.3,-1.4,-3.8,-10.91
Zach Collins,Jeremy Sochan,SAS,2023-24,61,15,46,891.8,-307.0,-16.52,-2.0,-2.0,-0.1,-3.4,-2.8,-0.6,-5.4,-11.12
Jerami Grant,Scoot Henderson,POR,2023-24,37,14,23,662.9,-235.0,-17.02,-0.1,1.0,-1.1,-5.8,-3.5,-2.3,-5.9,-11.12
DeMar DeRozan,Torrey Craig,CHI,2023-24,50,20,30,625.1,-148.0,-11.37,1.8,2.1,-0.3,-2.0,-1.8,-0.2,-0.2,-11.17
Desmond Bane,Santi Aldama,MEM,2023-24,33,13,20,581.0,-104.0,-8.59,2.8,3.1,-0.3,-0.2,-0.7,0.4,2.6,-11.19
Harrison Barnes,Malik Monk,SAC,2023-24,71,41,30,754.4,-195.0,-12.41,-1.8,-0.6,-1.2,0.6,1.5,-1.0,-1.2,-11.21
Dejounte Murray,Trae Young,ATL,2023-24,50,20,30,1172.2,-169.0,-6.92,1.7,2.3,-0.6,2.6,4.9,-2.3,4.3,-11.22
Tyus Jones,Corey Kispert,WAS,2023-24,60,11,49,606.5,-160.0,-12.66,0.7,1.5,-0.9,-2.1,-0.2,-2.0,-1.4,-11.26
Bilal Coulibaly,Bub Carrington,WAS,2024-25,59,13,46,1148.7,-470.0,-19.64,-3.7,-3.0,-0.7,-4.6,-3.3,-1.3,-8.3,-11.34
Jordan Poole,Bilal Coulibaly,WAS,2023-24,60,11,49,719.5,-293.0,-19.55,-3.9,-2.0,-1.9,-4.2,-3.6,-0.5,-8.1,-11.45
Johnny Juzang,Kyle Filipowski,UTA,2024-25,53,11,42,558.9,-172.0,-14.77,-2.3,-0.9,-1.4,-1.0,-0.6,-0.3,-3.3,-11.47
Tyus Jones,Kyle Kuzma,WAS,2023-24,64,11,53,1746.3,-444.0,-12.2,0.7,1.5,-0.9,-1.1,0.5,-1.6,-0.4,-11.8
Keyonte George,Kyle Filipowski,UTA,2024-25,56,10,46,795.5,-258.0,-15.57,-2.7,-0.2,-2.5,-1.0,-0.6,-0.3,-3.7,-11.87
Jordan Poole,Justin Champagnie,WAS,2024-25,41,10,31,615.0,-157.0,-12.25,0.4,2.0,-1.6,-0.5,-0.3,-0.2,-0.1,-12.15
Jerami Grant,Anfernee Simons,POR,2023-24,31,9,22,790.7,-199.0,-12.08,-0.1,1.0,-1.1,0.2,2.7,-2.5,0.1,-12.18
LeBron James,Dalton Knecht,LAL,2024-25,64,40,24,777.5,-136.0,-8.4,5.6,4.9,0.7,-1.8,-0.1,-1.7,3.8,-12.2
Devin Vassell,Malaki Branham,SAS,2023-24,60,14,46,594.0,-222.0,-17.94,0.0,0.9,-0.9,-5.6,-3.4,-2.2,-5.6,-12.34
Mikal Bridges,Bryce McGowens,CHA,2023-24,43,8,35,526.6,-194.0,-17.68,-0.4,0.7,-1.0,-4.9,-3.7,-1.1,-5.3,-12.38
Jordan Poole,Alex Sarr,WAS,2024-25,54,10,44,1189.9,-381.0,-15.37,0.4,2.0,-1.6,-3.3,-2.2,-1.0,-2.9,-12.47
LeBron James,Anthony Davis,LAL,2024-25,39,22,17,904.1,-17.0,-0.9,5.6,4.9,0.7,6.0,4.5,1.5,11.6,-12.5
DeMar DeRozan,Zach LaVine,CHI,2023-24,24,10,14,579.3,-129.0,-10.69,1.8,2.1,-0.3,0.1,0.8,-0.7,1.9,-12.59
Deandre Ayton,Jabari Walker,POR,2023-24,46,10,36,615.7,-204.0,-15.9,0.3,0.5,-0.2,-3.3,-2.4,-0.9,-3.0,-12.9
Andre Drummond,Kelly Oubre Jr.,PHI,2024-25,36,11,25,540.1,-210.0,-18.66,-3.2,-2.4,-0.8,-2.3,-1.7,-0.6,-5.5,-13.16
Johnny Juzang,Keyonte George,UTA,2024-25,49,12,37,531.6,-203.0,-18.33,-2.3,-0.9,-1.4,-2.7,-0.2,-2.5,-5.0,-13.33
Anfernee Simons,Scoot Henderson,POR,2023-24,37,9,28,610.6,-241.0,-18.95,0.2,2.7,-2.5,-5.8,-3.5,-2.3,-5.6,-13.35
Nic Claxton,Keon Johnson,BKN,2024-25,65,18,47,1086.3,-372.0,-16.44,0.4,-1.1,1.5,-3.3,-3.1,-0.1,-2.9,-13.54
Kyle Kuzma,Bilal Coulibaly,WAS,2023-24,60,11,49,962.8,-378.0,-18.85,-1.1,0.5,-1.6,-4.2,-3.6,-0.5,-5.3,-13.55
Jordan Poole,Bub Carrington,WAS,2024-25,67,15,52,1096.7,-408.0,-17.86,0.4,2.0,-1.6,-4.6,-3.3,-1.3,-4.2,-13.66
Cedi Osman,Devin Vassell,SAS,2023-24,63,17,46,525.1,-175.0,-16.0,-2.1,-1.7,-0.3,0.0,0.9,-0.9,-2.1,-13.9
Nic Claxton,Ziaire Williams,BKN,2024-25,51,16,35,936.6,-314.0,-16.09,0.4,-1.1,1.5,-2.3,-2.2,-0.1,-1.9,-14.19
Jalen Green,Mark Williams,CHA,2024-25,39,9,30,770.6,-164.0,-10.21,0.5,1.1,-0.5,3.5,2.5,0.9,4.0,-14.21
Nic Claxton,Cameron Johnson,BKN,2024-25,47,15,32,1048.8,-235.0,-10.75,0.4,-1.1,1.5,3.1,3.5,-0.4,3.5,-14.25
Zach Collins,Devin Vassell,SAS,2023-24,55,14,41,826.5,-280.0,-16.26,-2.0,-2.0,-0.1,0.0,0.9,-0.9,-2.0,-14.26
Terry Rozier,Mikal Bridges,CHA,2023-24,24,5,19,735.4,-202.0,-13.19,1.5,2.2,-0.7,-0.4,0.7,-1.0,1.1,-14.29
Mark Williams,Nick Smith Jr.,CHA,2024-25,36,9,27,540.6,-186.0,-16.51,3.5,2.5,0.9,-5.7,-3.2,-2.6,-2.2,-14.31
Kyle Kuzma,Bub Carrington,WAS,2024-25,31,3,28,547.1,-276.0,-24.22,-5.2,-3.0,-2.3,-4.6,-3.3,-1.3,-9.8,-14.42
Jonas Valančiūnas,Jordan Poole,WAS,2024-25,42,8,34,534.8,-152.0,-13.64,0.4,0.8,-0.5,0.4,2.0,-1.6,0.8,-14.44
Anfernee Simons,Duop Reath,POR,2023-24,41,9,32,537.6,-172.0,-15.36,0.2,2.7,-2.5,-0.9,-0.2,-0.7,-0.7,-14.66
Ayo Dosunmu,Josh Giddey,CHI,2024-25,43,16,27,669.6,-189.0,-13.55,-1.6,-1.4,-0.2,3.0,1.9,1.1,1.4,-14.95
Tyus Jones,Bilal Coulibaly,WAS,2023-24,61,10,51,855.0,-330.0,-18.53,0.7,1.5,-0.9,-4.2,-3.6,-0.5,-3.5,-15.03
Jonas Valančiūnas,Bilal Coulibaly,WAS,2024-25,45,8,37,540.9,-210.0,-18.64,0.4,0.8,-0.5,-3.7,-3.0,-0.7,-3.3,-15.34
Luke Kennard,Jaren Jackson Jr.,MEM,2023-24,31,12,19,513.1,-174.0,-16.28,-0.3,0.6,-0.9,0.4,0.0,0.4,0.1,-16.38
Jonas Valančiūnas,Bub Carrington,WAS,2024-25,49,8,41,516.3,-242.0,-22.5,0.4,0.8,-0.5,-4.6,-3.3,-1.3,-4.2,-18.3
Kyle Kuzma,Bilal Coulibaly,WAS,2024-25,29,4,25,583.5,-336.0,-27.64,-5.2,-3.0,-2.3,-3.7,-3.0,-0.7,-8.9,-18.74
Kyle Kuzma,Jordan Poole,WAS,2024-25,26,4,22,524.3,-294.0,-26.92,-5.2,-3.0,-2.3,0.4,2.0,-1.6,-4.8,-22.12
