PLAYER_NAME,TEAM,AGE,GP,MIN,NET_RATING,OFF_RATING,DEF_RATING,USG_PCT,TS_PCT,AST_PCT,PIE,PACE,POSS,SEASON
"Damian Lillard",MIL,34,58,36.1,0.7,115.3,114.6,0.269,0.621,0.299,0.144,100.86,4407,2024-25
"Damion Baugh",CHA,24,15,24.7,-22.3,99.5,121.8,0.186,0.399,0.235,0.051,99.5,769,2024-25
"Damion Lee",PHX,32,25,5.8,6,104.7,98.7,0.269,0.499,0.121,0.089,104.99,318,2024-25
"Daniel Gafford",DAL,26,57,21.5,1.5,114.9,113.4,0.186,0.716,0.097,0.141,101.73,2597,2024-25
"Daniel Theis",NOP,33,38,16.3,-5.9,109.3,115.2,0.111,0.558,0.131,0.081,102.26,1331,2024-25
"Daniss Jenkins",DET,23,7,3.2,-5.8,102.3,108.2,0.231,0.322,0.2,0,97.06,43,2024-25
"Danté Exum",DAL,29,20,18.6,-6,109.3,115.2,0.193,0.589,0.22,0.083,101.4,786,2024-25
"Dario Šarić",DEN,31,16,13.1,-11.5,97.3,108.7,0.157,0.449,0.17,0.067,99.59,437,2024-25
"Dariq Whitehead",BKN,20,20,12.3,-11.1,98.7,109.7,0.189,0.58,0.078,0.065,103.67,529,2024-25
"Darius Garland",CLE,25,75,30.7,9.9,123.2,113.4,0.265,0.6,0.309,0.126,101.32,4865,2024-25
"David Duke Jr.",SAS,25,6,5.6,36.6,128.4,91.8,0.207,0.538,0.133,0.087,104.64,74,2024-25
"David Roddy",HOU,24,33,12.4,-8.2,106.4,114.6,0.159,0.561,0.121,0.089,104.43,890,2024-25
"Davion Mitchell",MIA,26,74,27.4,0.3,111,110.7,0.135,0.573,0.237,0.069,98.76,4164,2024-25
"Day'Ron Sharpe",BKN,23,50,18.1,2.1,109.2,107.1,0.186,0.568,0.158,0.134,97.35,1852,2024-25
"De'Aaron Fox",SAS,27,62,36.1,-1.2,113.7,114.9,0.274,0.56,0.262,0.119,102.22,4768,2024-25
"De'Andre Hunter",CLE,27,64,27.2,2,115.9,113.9,0.221,0.623,0.077,0.101,104.77,3803,2024-25
"De'Anthony Melton",BKN,27,6,20.2,10.9,108.3,97.4,0.223,0.539,0.205,0.091,105.54,265,2024-25
"DeAndre Jordan",DEN,36,56,12.3,-3.3,108.8,112.1,0.126,0.621,0.105,0.115,100.07,1440,2024-25
"DeMar DeRozan",SAC,35,77,35.9,1.5,116.8,115.3,0.244,0.569,0.182,0.112,99.35,5740,2024-25
"Dean Wade",CLE,28,59,21.2,10.7,120,109.4,0.101,0.563,0.073,0.067,101.1,2639,2024-25
"Deandre Ayton",POR,26,40,30.1,-6.9,110,116.8,0.197,0.583,0.083,0.125,98.94,2489,2024-25
"Dejounte Murray",NOP,28,31,32.6,-9.1,109,118.1,0.263,0.494,0.347,0.118,102.86,2165,2024-25
"Delon Wright",NYK,33,40,15.9,-0.2,106.1,106.3,0.111,0.44,0.162,0.061,98.84,1308,2024-25
"Deni Avdija",POR,24,72,30,-0.9,113.6,114.5,0.228,0.605,0.193,0.126,99.86,4479,2024-25
"Dennis Schröder",DET,31,75,28.1,-0.9,111.8,112.8,0.211,0.531,0.287,0.091,100.49,4393,2024-25
"Dereck Lively II",DAL,21,36,23.1,7.7,114.1,106.4,0.132,0.704,0.143,0.124,100.99,1746,2024-25
"Derrick Jones Jr.",LAC,28,77,24.3,6.7,115.5,108.7,0.16,0.609,0.044,0.076,99.72,3886,2024-25
"Derrick White",BOS,30,76,33.9,10.2,119.7,109.5,0.195,0.606,0.199,0.106,97.89,5251,2024-25
"Desmond Bane",ORL,27,69,32,2.8,116.1,113.3,0.227,0.6,0.235,0.131,104.58,4809,2024-25
"Devin Booker",PHX,28,75,37.3,-3.2,115.3,118.5,0.285,0.589,0.301,0.122,98.72,5752,2024-25
"Devin Carter",SAC,23,36,11,3.9,113.1,109.3,0.169,0.471,0.139,0.07,100.14,831,2024-25
"Devin Vassell",SAS,24,64,31,-6.2,111.9,118.1,0.217,0.553,0.139,0.092,100.8,4163,2024-25
"Dillon Brooks",HOU,29,75,31.8,4.7,113.5,108.8,0.176,0.555,0.076,0.067,98.94,4913,2024-25
"Dillon Jones",OKC,23,54,10.2,6,108.9,102.9,0.131,0.464,0.143,0.066,101.09,1164,2024-25
"Domantas Sabonis",SAC,29,70,34.7,2.6,116.5,113.9,0.213,0.655,0.251,0.164,99.78,5054,2024-25
"Dominick Barlow",ATL,22,35,10.7,-1.6,110.2,111.8,0.141,0.58,0.07,0.082,104.7,823,2024-25
"Donovan Clingan",POR,21,67,19.8,0.2,109.9,109.7,0.135,0.574,0.081,0.105,101.68,2801,2024-25
"Donovan Mitchell",CLE,28,71,31.4,10.5,119.7,109.1,0.298,0.575,0.238,0.137,102.21,4762,2024-25
"Donte DiVincenzo",MIN,28,62,25.9,5.1,114.2,109.1,0.188,0.582,0.203,0.1,100.17,3352,2024-25
"Dorian Finney-Smith",LAL,32,63,28.9,8.8,119.1,110.3,0.123,0.604,0.066,0.06,98.14,3711,2024-25
"Doug McDermott",SAC,33,42,8.1,1.6,111.5,109.9,0.15,0.617,0.028,0.051,101.3,728,2024-25
"Draymond Green",GSW,35,68,29.2,6.6,115.4,108.8,0.157,0.534,0.255,0.088,101.35,4186,2024-25
"Drew Eubanks",LAC,28,61,12.2,-8.1,106.7,114.8,0.149,0.622,0.11,0.111,102.72,1598,2024-25
"Drew Peterson",BOS,25,25,7.4,12.8,115.7,102.9,0.121,0.601,0.095,0.078,96.96,375,2024-25
"Drew Timme",BKN,24,9,28.2,-12.6,102.8,115.5,0.205,0.5,0.137,0.086,100.3,531,2024-25
"Dru Smith",MIA,27,14,19.2,6.8,107.3,100.5,0.131,0.656,0.128,0.082,100.58,562,2024-25
"Duncan Robinson",MIA,31,74,24.1,0.2,110.1,109.9,0.187,0.595,0.148,0.078,97.68,3661,2024-25
"Duop Reath",POR,29,46,10.2,-6.5,108,114.5,0.162,0.552,0.083,0.077,102.71,1009,2024-25
"Dwight Powell",DAL,33,55,10,-1.1,108.6,109.7,0.073,0.713,0.13,0.073,102.17,1172,2024-25
"Dyson Daniels",ATL,22,76,33.8,-0.9,113.3,114.2,0.178,0.545,0.174,0.099,104.17,5574,2024-25
"E.J. Liddell",CHI,24,12,4.4,-8.6,117.9,126.4,0.13,0.661,0.064,0.047,110.79,123,2024-25
"Elfrid Payton",NOP,31,24,21.3,-13.4,99.7,113.1,0.151,0.34,0.443,0.079,101.3,1076,2024-25
"Elijah Harkless",UTA,25,10,13.8,9.7,113.2,103.5,0.12,0.425,0.073,0.037,99.3,287,2024-25
"Emanuel Miller",CHI,25,6,4.1,-10,120.4,130.4,0.143,0.563,0.105,0.092,106.74,54,2024-25
"Emoni Bates",CLE,21,10,7.5,-21.5,89,110.5,0.201,0.487,0.2,0.08,104.3,163,2024-25
"Enrique Freeman",IND,24,22,8.2,-6.3,104.4,110.7,0.109,0.507,0.062,0.04,107.55,409,2024-25
"Eric Gordon",PHI,36,39,19.7,-5.4,111,116.4,0.14,0.591,0.118,0.067,99.62,1601,2024-25
"Evan Mobley",CLE,24,71,30.5,11.9,120.5,108.6,0.226,0.633,0.149,0.151,102.16,4609,2024-25
"Franz Wagner",ORL,23,60,33.7,6,111.8,105.8,0.306,0.558,0.247,0.153,97.65,4116,2024-25
"Fred VanVleet",HOU,31,60,35.2,6.2,115,108.8,0.176,0.515,0.217,0.093,98.18,4316,2024-25
"GG Jackson",MEM,20,29,15.8,-5.9,112.7,118.6,0.219,0.482,0.085,0.064,102.73,977,2024-25
"Gabe Vincent",LAL,29,72,21.2,1.1,111.8,110.7,0.131,0.536,0.09,0.039,100.07,3190,2024-25
"Garrett Temple",TOR,39,28,8.1,-4.5,106.6,111.1,0.129,0.406,0.171,0.051,105.94,498,2024-25
"Garrison Mathews",ATL,28,47,17.6,-3.5,107.9,111.4,0.153,0.606,0.102,0.068,105.43,1824,2024-25
"Gary Harris",ORL,30,48,14.8,7.2,110.4,103.2,0.09,0.524,0.058,0.043,99.58,1465,2024-25
"Gary Payton II",GSW,32,62,15,3.4,113.5,110.1,0.156,0.635,0.132,0.104,102.12,1963,2024-25
"Gary Trent Jr.",MIL,26,74,25.6,1.9,115.9,114,0.168,0.591,0.064,0.07,100.75,3972,2024-25
"Georges Niang",ATL,32,79,21.5,4.7,118.7,114.1,0.177,0.607,0.087,0.071,102.45,3633,2024-25
"Giannis Antetokounmpo",MIL,30,67,34.2,7.2,118.9,111.7,0.346,0.625,0.339,0.21,100.18,4772,2024-25
"Goga Bitadze",ORL,25,70,20.4,2.7,110.1,107.4,0.142,0.631,0.142,0.134,95.8,2855,2024-25
"Gradey Dick",TOR,21,54,29.4,-5.8,110.3,116.1,0.209,0.543,0.087,0.071,101.36,3345,2024-25
"Grant Williams",CHA,26,16,29.9,1.6,114.9,113.3,0.146,0.596,0.107,0.076,99.95,995,2024-25
"Grayson Allen",PHX,29,64,24.1,-3.3,114.7,118,0.169,0.631,0.125,0.084,100.84,3255,2024-25
"Guerschon Yabusele",PHI,29,70,27.1,-3.2,113.5,116.7,0.163,0.616,0.114,0.092,97.28,3842,2024-25
"Gui Santos",GSW,23,56,13.6,10.6,117.8,107.3,0.126,0.575,0.138,0.073,99.78,1582,2024-25
"Harrison Barnes",SAS,33,82,27.2,-1.2,114.5,115.6,0.157,0.656,0.085,0.092,100.08,4662,2024-25
"Harrison Ingram",SAS,22,5,7,40,132,92,0.06,0.5,0.086,0.08,103.6,75,2024-25
"Haywood Highsmith",MIA,28,74,24.6,1.4,111.8,110.4,0.111,0.583,0.084,0.057,97.33,3691,2024-25
"Herbert Jones",NOP,26,20,32.4,-0.7,111.8,112.5,0.146,0.541,0.134,0.062,100.76,1356,2024-25
"Hunter Tyson",DEN,25,51,7.8,-10.2,98.5,108.7,0.146,0.506,0.074,0.057,104.6,867,2024-25
"Immanuel Quickley",TOR,26,33,27.8,-1.6,109,110.7,0.246,0.57,0.32,0.128,101.44,1936,2024-25
"Isaac Jones",SAC,24,40,7.6,-10.5,104.6,115.1,0.152,0.678,0.057,0.087,102.68,652,2024-25
"Isaac Okoro",CLE,24,55,19.1,12.5,122.1,109.7,0.124,0.587,0.078,0.057,100.08,2187,2024-25
"Isaiah Collier",UTA,20,71,25.9,-10.4,108.3,118.6,0.186,0.494,0.342,0.077,102.44,3927,2024-25
"Isaiah Crawford",SAC,23,15,3,19.3,112,92.7,0.122,0.509,0.029,0.07,103.01,100,2024-25
"Isaiah Hartenstein",OKC,27,57,27.9,13,118.3,105.3,0.165,0.599,0.178,0.138,101.56,3355,2024-25
"Isaiah Jackson",IND,23,5,16.8,5.4,112.5,107.1,0.164,0.6,0.079,0.095,105.29,184,2024-25
"Isaiah Joe",OKC,25,74,21.7,15.8,119.9,104.1,0.166,0.617,0.096,0.089,102.23,3420,2024-25
"Isaiah Mobley",PHI,25,1,17.4,-17.3,92.7,110,0.17,0.381,0.556,0.099,111.94,41,2024-25
"Isaiah Stevens",MIA,24,3,1.8,30.8,61.5,30.8,0.143,0,0,0.125,112.43,13,2024-25
"Isaiah Stewart",DET,24,72,19.9,0.5,109.1,108.6,0.121,0.616,0.12,0.096,101.75,3036,2024-25
"Isaiah Wong",CHA,24,20,13.3,-2.6,100,102.6,0.22,0.5,0.187,0.077,98.35,548,2024-25
"Ivica Zubac",LAC,28,80,32.8,9.4,116.5,107.1,0.192,0.641,0.121,0.157,98.55,5392,2024-25
"JD Davison",BOS,22,16,5.8,-13.7,91.7,105.4,0.228,0.445,0.277,0.079,94.28,181,2024-25
"JT Thor",WAS,22,20,12.5,-20,95.3,115.3,0.132,0.517,0.04,0.065,98.57,515,2024-25
"Ja Morant",MEM,25,50,30.4,6.8,116.4,109.6,0.312,0.563,0.355,0.141,105.74,3346,2024-25
"Ja'Kobe Walter",TOR,20,52,21.2,-2.4,108.6,111.1,0.179,0.523,0.105,0.068,101.29,2316,2024-25
